Município,Código,Nome Município,Casos Total,Hepatite A,Hepatite B ,Hepatite C,Hepatite D,Hepatite A Total,Hepatite A 1999-2007,Hepatite A 2008,Hepatite A 2009,Hepatite A 2010,Hepatite A 2011,Hepatite A 2012,Hepatite A 2013,Hepatite A 2014,Hepatite A 2015,Hepatite A 2016,Hepatite A 2017,Hepatite A 2018,Hepatite A 2019,Hepatite A 2020,Tx Det Hep A 2008,Tx Det Hep A 2009,Tx Det Hep A 2010,Tx Det Hep A 2011,Tx Det Hep A 2012,Tx Det Hep A 2013,Tx Det Hep A 2014,Tx Det Hep A 2015,Tx Det Hep A 2016,Tx Det Hep A 2017,Tx Det Hep A 2018,Tx Det Hep A 2019,Tx Det Hep A 2020,Hep A M Total,Hep A M 1999-2007,Hep A M 2008,Hep A M 2009,Hep A M 2010,Hep A M 2011,Hep A M 2012,Hep A M 2013,Hep A M 2014,Hep A M 2015,Hep A M 2016,Hep A M 2017,Hep A M 2018,Hep A M 2019,Hep A M 2020,Tx Det M Hep A M 2008,Tx Det M Hep A M 2009,Tx Det M Hep A M 2010,Tx Det M Hep A M 2011,Tx Det M Hep A M 2012,Tx Det M Hep A M 2013,Tx Det M Hep A M 2014,Tx Det M Hep A M 2015,Tx Det M Hep A M 2016,Tx Det M Hep A M 2017,Tx Det M Hep A M 2018,Tx Det M Hep A M 2019,Tx Det M Hep A M 2020,Hep A F Total,Hep A F 1999-2007,Hep A F 2008,Hep A F 2009,Hep A F 2010,Hep A F 2011,Hep A F 2012,Hep A F 2013,Hep A F 2014,Hep A F 2015,Hep A F 2016,Hep A F 2017,Hep A F 2018,Hep A F 2019,Hep A F 2020,Tx Det F Hep A F 2008,Tx Det F Hep A F 2009,Tx Det F Hep A F 2010,Tx Det F Hep A F 2011,Tx Det F Hep A F 2012,Tx Det F Hep A F 2013,Tx Det F Hep A F 2014,Tx Det F Hep A F 2015,Tx Det F Hep A F 2016,Tx Det F Hep A F 2017,Tx Det F Hep A F 2018,Tx Det F Hep A F 2019,Tx Det F Hep A F 2020,Hepatite B Total,Hepatite B 1999-2007,Hepatite B 2008,Hepatite B 2009,Hepatite B 2010,Hepatite B 2011,Hepatite B 2012,Hepatite B 2013,Hepatite B 2014,Hepatite B 2015,Hepatite B 2016,Hepatite B 2017,Hepatite B 2018,Hepatite B 2019,Hepatite B 2020,Tx Det Hep B 2008,Tx Det Hep B 2009,Tx Det Hep B 2010,Tx Det Hep B 2011,Tx Det Hep B 2012,Tx Det Hep B 2013,Tx Det Hep B 2014,Tx Det Hep B 2015,Tx Det Hep B 2016,Tx Det Hep B 2017,Tx Det Hep B 2018,Tx Det Hep B 2019,Tx Det Hep B 2020,Hep B M Total,Hep B M 1999-2007,Hep B M 2008,Hep B M 2009,Hep B M 2010,Hep B M 2011,Hep B M 2012,Hep B M 2013,Hep B M 2014,Hep B M 2015,Hep B M 2016,Hep B M 2017,Hep B M 2018,Hep B M 2019,Hep B M 2020,Tx Det M Hep B M 2008,Tx Det M Hep B M 2009,Tx Det M Hep B M 2010,Tx Det M Hep B M 2011,Tx Det M Hep B M 2012,Tx Det M Hep B M 2013,Tx Det M Hep B M 2014,Tx Det M Hep B M 2015,Tx Det M Hep B M 2016,Tx Det M Hep B M 2017,Tx Det M Hep B M 2018,Tx Det M Hep B M 2019,Tx Det M Hep B M 2020,Hep B F Total,Hep B F 1999-2007,Hep B F 2008,Hep B F 2009,Hep B F 2010,Hep B F 2011,Hep B F 2012,Hep B F 2013,Hep B F 2014,Hep B F 2015,Hep B F 2016,Hep B F 2017,Hep B F 2018,Hep B F 2019,Hep B F 2020,Tx Det F Hep B F 2008,Tx Det F Hep B F 2009,Tx Det F Hep B F 2010,Tx Det F Hep B F 2011,Tx Det F Hep B F 2012,Tx Det F Hep B F 2013,Tx Det F Hep B F 2014,Tx Det F Hep B F 2015,Tx Det F Hep B F 2016,Tx Det F Hep B F 2017,Tx Det F Hep B F 2018,Tx Det F Hep B F 2019,Tx Det F Hep B F 2020
310210 Alto Rio Doce,310210,Alto Rio Doce,14,12,2,0,0,12,8,0,0,0,0,3,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","25,2","0,0","0,0","8,6","0,0","0,0","0,0","0,0","0,0",9,5,0,0,0,0,3,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","50,2","0,0","0,0","17,1","0,0","0,0","0,0","0,0","0,0",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,8","0,0","0,0","0,0"
310220 Alvarenga,310220,Alvarenga,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","23,6","0,0","0,0","24,8","0,0","25,6","0,0",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","48,8","0,0","0,0","0,0",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","47,7","0,0","0,0","0,0","0,0","52,2","0,0"
310230 Alvinópolis,310230,Alvinópolis,5,3,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","19,5","0,0","0,0","0,0","0,0","0,0","0,0",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","39,5","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310240 Alvorada de Minas,310240,Alvorada de Minas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310250 Amparo do Serra,310250,Amparo do Serra,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310260 Andradas,310260,Andradas,113,15,63,35,0,15,8,0,0,0,1,3,0,1,0,0,1,0,0,1,"0,0","0,0","0,0","2,7","7,9","0,0","2,5","0,0","0,0","2,5","0,0","0,0","2,4",9,3,0,0,0,1,3,0,1,0,0,1,0,0,0,"0,0","0,0","0,0","5,3","15,8","0,0","5,1","0,0","0,0","4,9","0,0","0,0","0,0",6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",63,46,1,3,2,1,1,1,1,1,4,0,0,0,2,"2,8","8,2","5,4","2,7","2,6","2,6","2,5","2,5","10,0","0,0","0,0","0,0","4,8",39,30,1,1,2,0,1,1,1,0,2,0,0,0,0,"5,5","5,5","10,7","0,0","5,3","5,1","5,1","0,0","9,9","0,0","0,0","0,0","0,0",24,16,0,2,0,1,0,0,0,1,2,0,0,0,2,"0,0","10,8","0,0","5,3","0,0","0,0","0,0","5,1","10,0","0,0","0,0","0,0","9,7"
310270 Cachoeira de Pajeú,310270,Cachoeira de Pajeú,12,11,0,1,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,"21,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,"20,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"21,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310280 Andrelândia,310280,Andrelândia,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310285 Angelândia,310285,Angelândia,16,13,3,0,0,13,0,3,10,0,0,0,0,0,0,0,0,0,0,0,"35,4","116,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,"23,5","115,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,"47,5","117,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"0,0","0,0","0,0","12,4","0,0","0,0","0,0","12,0","11,9","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,3","24,2","0,0","0,0","0,0","0,0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","24,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310290 Antônio Carlos,310290,Antônio Carlos,8,1,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,8","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,6","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","9,0","0,0","9,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","18,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","17,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310300 Antônio Dias,310300,Antônio Dias,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","10,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","21,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310310 Antônio Prado de Minas,310310,Antônio Prado de Minas,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","62,2","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","119,3","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310320 Araçaí,310320,Araçaí,7,2,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","43,1","0,0","42,8","0,0","42,6","0,0",3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","90,2","0,0","89,9","0,0","89,8","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310330 Aracitaba,310330,Aracitaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310340 Araçuaí,310340,Araçuaí,59,39,6,14,0,39,33,4,0,0,0,0,1,0,0,0,1,0,0,0,"10,7","0,0","0,0","0,0","0,0","2,7","0,0","0,0","0,0","2,7","0,0","0,0","0,0",20,15,3,0,0,0,0,1,0,0,0,1,0,0,0,"16,1","0,0","0,0","0,0","0,0","5,5","0,0","0,0","0,0","5,5","0,0","0,0","0,0",19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,0,0,1,0,0,0,1,1,2,0,0,0,1,0,"0,0","2,7","0,0","0,0","0,0","2,7","2,7","5,5","0,0","0,0","0,0","2,7","0,0",3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","5,5","0,0","5,5","0,0","0,0","0,0","5,5","0,0",3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"0,0","5,4","0,0","0,0","0,0","0,0","5,4","5,4","0,0","0,0","0,0","0,0","0,0"
310350 Araguari,310350,Araguari,305,103,84,117,1,103,69,1,1,26,0,0,5,0,0,0,0,0,1,0,"0,9","0,9","23,7","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,9","0,0",47,33,1,0,10,0,0,3,0,0,0,0,0,0,0,"1,8","0,0","18,5","0,0","0,0","5,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0",56,36,0,1,16,0,0,2,0,0,0,0,0,1,0,"0,0","1,8","28,8","0,0","0,0","3,5","0,0","0,0","0,0","0,0","0,0","1,7","0,0",84,9,0,6,10,7,3,11,7,10,8,4,5,4,0,"0,0","5,4","9,1","6,3","2,7","9,7","6,1","8,7","6,9","3,4","4,3","3,4","0,0",55,3,0,3,6,3,2,8,5,8,6,3,5,3,0,"0,0","5,4","11,1","5,5","3,7","14,3","8,9","14,1","10,5","5,2","8,7","5,2","0,0",29,6,0,3,4,4,1,3,2,2,2,1,0,1,0,"0,0","5,4","7,2","7,2","1,8","5,2","3,5","3,4","3,4","1,7","0,0","1,7","0,0"
310360 Arantina,310360,Arantina,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","35,7","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","71,1","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310370 Araponga,310370,Araponga,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","12,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","23,3","23,2","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310375 Araporã,310375,Araporã,32,20,8,4,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,1,2,0,1,0,0,0,2,0,1,0,0,0,1,"31,2","0,0","16,3","0,0","0,0","0,0","30,6","0,0","15,0","0,0","0,0","0,0","14,4",4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"30,6","0,0","0,0","0,0","0,0","0,0","30,3","0,0","29,7","0,0","0,0","0,0","0,0",4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,"31,7","0,0","33,0","0,0","0,0","0,0","31,0","0,0","0,0","0,0","0,0","0,0","29,0"
310380 Arapuá,310380,Arapuá,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
310390 Araújos,310390,Araújos,23,18,5,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,1,0,2,0,1,0,0,0,1,0,0,0,0,0,"0,0","26,0","0,0","12,5","0,0","0,0","0,0","11,4","0,0","0,0","0,0","0,0","0,0",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0","25,1","0,0","24,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"0,0","27,0","0,0","0,0","0,0","0,0","0,0","23,2","0,0","0,0","0,0","0,0","0,0"
310400 Araxá,310400,Araxá,198,14,67,116,1,14,5,0,0,0,1,0,4,3,0,0,0,1,0,0,"0,0","0,0","0,0","1,1","0,0","4,0","3,0","0,0","0,0","0,0","1,0","0,0","0,0",7,2,0,0,0,1,0,2,2,0,0,0,0,0,0,"0,0","0,0","0,0","2,1","0,0","4,1","4,0","0,0","0,0","0,0","0,0","0,0","0,0",7,3,0,0,0,0,0,2,1,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","4,0","2,0","0,0","0,0","0,0","1,9","0,0","0,0",67,11,11,7,2,4,2,3,7,3,4,0,5,6,2,"12,0","7,5","2,1","4,2","2,1","3,0","7,0","3,0","3,9","0,0","4,8","5,6","1,9",41,10,5,5,2,2,0,1,4,3,1,0,3,3,2,"11,2","11,0","4,3","4,3","0,0","2,0","8,0","5,9","2,0","0,0","5,7","5,7","3,7",26,1,6,2,0,2,2,2,3,0,3,0,2,3,0,"12,8","4,2","0,0","4,2","4,1","4,0","5,9","0,0","5,8","0,0","3,8","5,6","0,0"
